Unnamed: 0,label,tweet
2938,1,true miss yall man yall brother mikey start chink lmfao
2939,0,cogitoergobibo pensk run nascar yellow there sponsor alreadi wouldmakealottasens
2940,0,cokamoschiach defens trash hes rock jesus soto karass diego chave
2941,1,cokefuckedyou im bitch insomnia shit bed sinc midnight
2942,0,waco ghetto hahaha wait til go pick nat austin tomorrow
2943,1,someon sent month ago bitch
2944,1,coleyce campaignpapi theycallmeshay lmaooo coley whammm add swerve bitch
2945,1,coleyce xpricelesslmaoo bitch dat low blow
2946,1,coleyce bitch dat yo sahara desert ass
2947,1,coleyce bitch look white u
2948,1,coleyce bitch kill yo self
2949,1,coleyce bitch stop takin shit ooo hate u u dumb bitch
2950,1,coleyce bitch watch tf u moos meat
2951,1,coleyce didnt say thought u told delet delet bitch
2952,1,coleyce fuck u u dumb ass bitch hoe
2953,1,coleyce lol bitch u forcin glass water bitch u lil thirsti puss thang
2954,1,coleyce bad bitch ayee
2955,1,coleyce yes bitch realiz dat
2956,1,collinbrennan damn son mayb didnt know ya piec tryna get pussi breh
2957,1,commongaytweet nigga byeeeee lmfao ill dam fag stole girl
2958,0,complexmag didnt know whitetear blue yellow lessonoftheday
2959,1,conmanbo lastgreatstand major leagu bitch
2960,0,conanobrien dat one ugli anim da monkey ador
2961,1,conradmlg im goin expect get slept faggot
2962,1,coolstoryisaac hahaha thank bitch
2963,1,coolstoryisaac thisti hoe
2964,1,bitch phone gonna die serious got hot pocket
2965,1,coreyroyalti hoe
2966,1,damn bro trash lol
2967,1,coronadior found u fuck cock hard love drip pussi
2968,1,god wrote em think coon
2969,1,hell idk pussi better golden
2970,1,lmaoooo aye peopl person know lil rico got hoe hahaha
2972,1,countryredbell thought youd get hint know your fake cunt delet fake account
2973,1,crackerjhak your fag
2974,1,crackerboyi hoe realli
2975,1,creolebabybritt blurbett thepbg guy think slang around bitch without offens appar
2976,1,creolebabybritt dont make draw like one franch bitch heffa
2977,0,miss tupac rap off hillbilli
2978,1,crowefashow caus load pussi get right
2979,0,cruzanchokl look yellow fever
2980,1,cryystalina cuz peopl work bitch shit talker yeah dude need girl night
2981,1,cryystalina haha yes niggah yesterday night idk man hit night like around morn didnt go sleep till like
2982,1,see bro pussi chang
2983,1,wetback
2984,1,yeah bitch hit get friend zone brodi
2985,1,yeah right pussi
2986,1,elchavaloko cafebabybul hes cheat wetback
2987,1,saucygyro coffeemanelliot call kidd pussi someth
2988,1,couldnt find regular one faggot
2989,1,cuckoldcock molotovhowdi like yo page want make da lovin white girl wit color man watchin pullin weeni
2990,1,cuffnoslut cdfu bitch fri
2991,1,cuner make pussi make stupid internet threat your child idk probabl deserv
2992,1,cutecioth xoshelbi go buy bitch
2993,1,cuteemerg shown tini kitten dumb fuck cunt
2994,1,cyberobama ereiev plot twist faggot
2995,1,brother tf negro
2996,1,devinthedud readi make stat test bitch
2997,0,dhsjournal run cp communiti local cop treat ppl like trash hate make ppl think wast
2998,0,directv show yanke game arizona promo washington huski game bet dish would want busi
2999,1,djsuggablack peopl shit get shot like peopl hate dodg bullet karma bitch
3000,1,djworkmann bigmoneynique mane yall nicca crazi af wiz old shit got nicca bitin style n errthan
3001,1,chatt nicca love doin dat brah
3002,1,lol hell ya dey think nicca der roadrunnin
3003,1,bitch yu safe
3004,1,drslaten view hacker level shoplift bitch slap lake held drown harsh yeah hate
3005,1,dsarrog hgshit bet pull leas bitch
3006,1,justdavilaa look ur avi u fag
3007,1,inwardforfun bitch denni
3008,1,bitch dont b hypocrit
3009,1,cuz gunna smoke u today u bitch tho
3010,1,see that gill green bitch ass didnt help get school either yall still tournament
3011,1,theonemissluu niggah though daniel lol
3012,1,poop see im go ghetto talk wtf
3013,1,dadamnbon im finna dm pic bruh hoe funni
3014,1,dajetlyf nicca
3015,1,dajetlyf yall nicca spark
3016,0,darealalexinla wasnt train gook boy doe
3018,1,darealalexinla woodyafc nig fun watch got admit ebola boy speak broken spanish lol
3019,1,daaboyrel sluttyboykush keemescobar bitch
3020,1,dallyjackson im hoe
3021,1,daltonryann parkati guess dumb bitch need drink time place fuck someon haha
3022,1,daltonryann lay bed bout pass gonna bitch
3023,1,damianhuffak haha kiddin ya get fag taylerhatesyou come well go fishin shit
3024,0,damianhuffak your trash
3025,1,damiergenesi pull bulbasuar know im bout make yo girl pussi sore
3026,1,damonethedon bitch got blood dat hang la
3027,1,damontda natemurdoch oandapest fuck lil bitch prolli gotta lil dick
3028,1,gotta keep bitch check
3029,0,danwolken idiot opinion like make poll less trash poll werent problem peopl integr vote
3030,1,dangitstiff look like fuck shrek bitch
3031,1,danicim choke bread bitch
3032,1,danieldavidle xoxoshima ya girl slimi ass hoe get control tell stop spray bullshit mouth day
3033,1,hell na hes honki brah
3034,1,danielsizelov conradmlg get cunt
3035,1,danielsizelov pussi
3036,1,daniellaparella wuz make general statement ive never call u bitch
3037,0,hes still pogu though
3038,0,dannycavanaghavail onlin soon didnt enough get anathema merch cracker need u
3039,1,daretnzr know hoe aint right
3040,1,dariendaywalt bitch shut fuck goddam slut bitch whore nigga
3041,1,darienbabyxoxo jk id fuck dog fuck fish pussi
3042,1,darienbabyxoxo ya cant real account dumb bitch go wam fuck bitch
3043,1,darkliquanigga nigga grow ball concentr pussi
3044,0,show fairi block hajihuntingpat paulsmitheringa jewjitsugrl
3045,0,xcntrik religul chrispyosh rather believ man definit good u mock
3046,1,darthmaxwel dude piss look fuck die least im yoke
3047,1,darthsnuff id sell anyth peopl will buy high prostitut think pussi sell
3048,1,datboyrayt support lesbian support faggot there differ
3049,1,datboyrayt bitch ass nigga rico
3050,1,daveswerv awe boy shirt tight bitch avi polo man turnt wrestler fat ass lil boy
3051,1,daveswerv boy look like slave hoe
3052,1,daveswerv lmaoooo middl school knock pussi earring shirt french toast
3053,1,davethegaybabi problem rememb quirk real bitch
3054,0,davethewave giant trashtheir time
3055,1,come hoe
3056,1,perfect smoke weather haha bro aint even hood yet alreadi got hoe tri say town
3057,1,hoe shit bro rt better rn nigga high
3058,0,davidhesq well dirti bird could middl finger sinc phallic give bird necessarili wobblewibbl
3059,1,davidhunninck bitch eh hahah
3061,1,deadjak cant stand peopl get fuck amp especi whini bitch even get scare
3062,0,dearionbasedgod kendrick better papoos drake
3063,1,dearionbasedgod nigga fuck plano school go hard bitch way better richardson
3064,0,dejloaf mixtap sell sole got banger
3066,1,debsflpx lucki sensibl ive never fag drug im pleas statist yes beer that
3067,0,decimateix cant even spell right brain ape
3068,1,decodnlyf lupefiasco larellj anoth black man anyth monkey alway monkey chicago idiot
3070,1,idk gotta think caus bitch small shit
3071,1,ugli ass pictur thank bitch
3072,1,deeharri might one dont bitch
3073,1,fuckwatyuhherrd couldnt care less bitch
3074,1,deemayweath fck dem bitch alway got sum shit wit
3075,1,deerayfresh pussi amp
3076,1,deeiigge hey bitch gonna talk shit tag quit bitch fuck car caus wont hold air dumbass
3077,1,deeznutsdo id hate feel like faggot punk ass hoe
3078,1,deeznutsdo wash butthol tongu littl faggot
3079,1,deeznutsdo shut mouth littl fuckin bitch
3080,1,deeznutsdo dirti littl bitch
3081,1,defendwallst whatev fuck asshol theyr nigger look alik
3082,1,defendwallst littl isi faggot usual bag head anyway make bullet placement interest thru scope
3083,1,definemee lol tell dat white bitch said hey
3084,1,deliaparedez rikkilove theonemissluu ramonapilar im come bitch
3085,1,demlipstho u knw homi show bitch love
3087,0,derekisnorm rt crappyfactsar mcrib bun contain chemic azodicarbonamid also use make yoga mat amp sole shoe
3088,1,
3089,1,derringereagl ur mom pussi die slow death well good compani virgin
3090,1,destrothenobl nekolin purpl amp pinkfor faggot want protectedbi polic instead bear arm need
3091,1,detroitch bitch like mean someth
3092,1,detroitplay prettytreazur gotta atleast call bitch lol
3093,1,devilelyi fag
3094,1,devilfzyq devilelyi tehdevilclan shut fag
3095,0,devilgrimz iron hes trashcan hold trash everytim two cuddl burn
3096,1,dezzzybo lol nigga real retard
3097,1,dgkadriann shes bad bitch
3098,1,dickdankstard smile like retard kid took till like grade learn natur smile
3099,1,dietcarmel jlewyvill idgaf man fuck hoe nice look aint
3100,0,ill show chug beer
3101,1,diggyrozay bitch stay loyal keeper bro
3102,1,diggztblb bitch
3103,1,dignifiedpur lmaooo black fag misread im block
3104,1,thank littl fag
3105,1,diishaidiamond lmao yesterday hoe cute af lol
3106,1,dimelouxaoh keep hoe happi
3107,1,dimitricrossin bitch ass
3109,0,dinolich dont yell love evolutionari line claudiavic despis trash buddi
3110,1,dionprimo soul depart trainther soul musicjust hunger bitchesmoney fame
3111,1,dirkalis balkanmad dude quit hyposhit bitch ran downstair cryingbeg tell anyon
3112,1,dirrttyydan lmaoo phone autocorrect like bitch
3113,1,dirtyeaffili love juggl around love fast life im sure hes alreadi grind amcon hoe well
3114,0,cheefpolo hoe hoe hoe merri christma
3115,1,dividendmast obama bitch speech pure polit mid term way destroy isi troop ground
3116,1,dizzybala jameswinfield hey dont diss basketbal hoe
3117,1,dizzybala jmattear awww dis sellout nigguh still talk
3118,0,dizzybala god aw dude dorian eggplant black
3119,1,dizzybala man get around lot bunch hoe
3120,1,dizzybala whoa call cunt
3121,1,djchubbeswagg like retard wutang clan
3122,1,club ho
3123,1,doitlikejay yasss bitch yassss deserv drake voic
3124,0,doemostdop johnniego ha booner twitter ha
3125,1,dolangang bean u beaner
3126,1,dolangang wouldnt know fag
3127,0,dolfyadolf yall got betta machineri fo dat hanger ghetto
3128,1,domizdop lmao ive alway want skibust ass im innat hoe fit
3129,1,domworldpeac oh nab def easi may know believ im legendari curv pussi lol guilti pleasur
3130,0,donlemoncnn danabashcnn u sorri give racist sentedcruz platform w trash languag dana ur intvw kindergarten level
3131,1,donnerkay surlyreven enrag lb mike brown lethal weapon legshi hatr polic amp whitey ad fuel arsenal
3132,1,lol shid got one boy ass lone bitch cuf aint ya
3133,1,dopeboypollo wassup pussi
3134,1,dopekorean lmfao put twitter see fat bitch
3135,1,doubleaiv watch bitch nigga u gonna want whole team dead
3136,1,dougbenson hey bitch get lucasbro show theyd perfect im kid bitch part
3137,1,doughboyfreco hahahhaha mad bitch
3138,1,apolog oh wait fuck birthday bitch
3139,1,dounealdi tonight pussi
3141,1,drmalvo like back dare free fo caus whitey pay da fee
3142,1,drmalvo rotten da whitey
3143,1,drake thank lyric bitch gullibl sleep music like aw u sweet let suck ur dick
3144,1,dranumaya wrong mayb deal pussi dont put crap f tell f keep real
3145,1,bitch
3146,1,nig nog
3147,1,drethink lol lil bitch
3148,1,drethink damn coach aint never call back bitch ass
3149,1,dreadheadxx bitch hallon
3150,1,know right much retard
3151,1,drfreezeburnn daithidenogla learn mani retard find search trend topic
3152,1,drfreezeburnn that bias object fact philli fan cunt
3153,1,drivemylexi yasssss bitch yasssss
3154,1,druggzz gonna bring though unless turn welt alreadi like bubbl wit pussi gotta pop itll gone
3155,1,drunkatchurch mzyummydread slide bad bitchdat bitch look good
3156,0,dswizzl boy u look like big bird sesam street
3157,1,bitch dont even look like keep talk go fight
3158,1,bitch im real nigga fuck u mean weak ass nigga dont pretend someon im u shut shit fuk boy
3159,1,bitch unknown u dont mixtap damn sure cant rap u couldnt rap life depend
3160,1,naw u keep fake get yo lame ass somwher wigga hell get somwher
3161,1,oh hell u swag what ever even littl bit dem cheap ass pug rag bitch u black
3162,1,yea that thought pussi boy u r fuck thot
3163,1,duckinfop that win right nigga doesnt partak faggot even dont smoke
3164,1,dudewithahighkd jeffreyhaa juddnat sucksbitch cant even pretend danc
3165,1,lol lil bitch
3166,1,dutchbrospleas your welcom miss nig nog
3167,0,dylankwinnn go free bird anyway
3168,0,easportsfifa next updat would amazin two celebr ad shirt well take yellow rko
3169,1,egpguamo sonicboombrad im assum would look someth like bitch slap dickpunch
3170,1,got alla da hoe
3171,1,evbyhatesash bitch want everybodi though that shit one point
3172,1,ezadick dont fail bitch
3173,1,eatmytweetzz lilbuttshar bitch hit chick wont look shit weak af
3174,1,eatmytweetzz huh verizon year bitch
3175,1,eatmytweetzz text dont noisi hoe watch
3176,1,eaglesandheat bpfillherup soleuniv nigga done bump yo head li ning fire kobe elit gold trash
3177,0,eakaerick wouldnt share wave trash can
3178,1,eatmytattoo real nicca shit tho lol
3179,1,ebasandman mean bitch ass pussi
3180,1,ecliptik zfearless prihncess ssickstori mine pussi
3181,1,lol yeah bro good choic bitch love foreign whip person decis
3182,1,pussi
3183,1,edgarguillenjr imthatsubieguy aint feet pussi
3184,1,edgarguillenjr bitch hit girl
3185,1,edgarguillenjr daltonryann bitch edgar
3186,1,edgarguillenjr punk pussi ass bitch dude dont ball fight wanna wanna hit girl fuckin bitch
3187,0,ehhdonttouchm brialeeandrea that ghetto
3188,1,damn bitch nigga mind haha
3189,0,east current locat eastfac slope dri side dri place
3190,1,elaineeespinoza your bitch
3191,1,eleycomeeleygo movi dont matter long coon shit coon your nigga
3193,1,elijahfnbabi bra im bout blaze bitch
3194,1,elizabethbatman amp bitch
3195,1,elizabethbatman lizard unless skype us bitch
3196,1,elizabethbatman bitch
3197,1,elvisnotpresli gt android dmt kno what box nig
3198,1,elyssajankowski comedytext haha stupid hoe
3199,0,emmalouisasuttl anyon bring monkey
3200,0,emmalouisasuttl hit clam chowderthank wish card
3201,1,emmanillanilla cocki son bitch
3202,1,willian hoe
3203,1,empresstata aww man ball small lil affair set bitch
3204,1,sound like good idea want word spread jew nigger commi alik
3205,0,entmagazin magisto digitalskept project could lead militari program requir full op mock test
3206,0,ericbaetsl greaser
3207,1,ericwithahotdad bitch work hour day protect freedom fuck alwaysonwatch globalforceforgood
3208,1,ericwithahotdad bitch im done school
3209,1,ericwithahotdad faggot
3210,1,ericmarin point sasquatch bitch
3211,1,ericmarin chiefpet lexxxrug hoe wasnt loyal
3213,1,erinsabersix im slay bitch im wearin bando armor caus im rich got slayer helm whip droppi
3214,1,sure want give free pass everi border jumper countri two what wrong
3215,1,esemiro bitch pleas
3216,1,triggapleas morbidmermaid zooyorkinit shayisdabomb rainbowblak shes nigger
3217,1,triggapleas morbidmermaid zooyorkinit shayisdabomb rainbowblak see dumbass nigger
3218,1,bitch
3219,1,evandmy nineinchessoft redneck attitud peopl think benghazzi real think fox fake nws real one
3220,0,evanpgr hope charli strong utcoach
3221,1,jeremyhemsley realli that got side hoe
3222,1,eveldick surpris ugli mike boogi buy pussi
3223,0,everybodyhatesv read black man tweet hot sauc trash amp watermelon overr cant deal
3224,1,everybodyhatesx shut bitch focus l tomar
3225,0,evettecoleman lol true want fri oreo
3226,0,exurbankevin bird feather flock togeth subbeck
3227,0,eyeonpolit chrisloesch long one special browni right
3228,1,ezraxdavi want pussi bad
3229,1,faghettio speak english prude ass white bitch
3230,1,faghettio thirsti basic ass bitch
3231,0,fifacom pepe defend outstand tackl accur nd hos job perfect leg
3232,1,follownova yooo think bout day lol realli speak one person niggah
3233,1,frankthefob ok u hav gun love superior fight game probabl get bitch peac
3234,0,fazedavl soarwvyy soarhaz fazeoutcst gobbledi gook dont game
3236,1,fabianml aoa write back bitch lol
3237,1,fabianml bitch lol
3238,1,fabianml bitch lol im life anymor
3239,0,fabulousjonna need red green amp yellow pant amp helli shirt express
3240,1,faisalnizam khay cant see freakin emoji im basic bitch today
3241,1,fapplebe dude tell that true mom friend texa tri hype redskin footbal shit
3242,1,fardousaa becuz man celebr bday drream faggot
3243,1,farrahisawhor persianfarrah nice account faggot
3245,1,fatassme pussi
3246,0,fattyytooraw well ontario like kind dump ghetto move sinc cheaper live
3247,1,fazeybabi kmichell souljaboy vouch ya pussi tho k
3248,0,femshaveballz u spent signific time ghetto wit year terror commit polic black communiti
3249,1,femshaveballz unfortun cloth choic hoe crook belli ring complet dumb trash motif perfect
3250,1,fenkellpayrol yall nicca bout blow fool lol cant wait world see detroit shit nicca
3251,1,fernandezic quit pussi
3252,1,feyenodi ja zo denkt ieder wel zijn zaken amp je mag mij noemen hoe je wilt ben namelijk erg voor vrijheid van meningsuit
3253,0,fightnightx khan face noth trash sinc l garcia
3254,1,fightsonvin bitch dont even think playin wit
3255,1,chanelisabeth hoe dont make put screenshot text hoe
3256,1,chanelisabeth shut fuckin beaner
3257,1,fixitjesusx hoe
3258,1,fixupmayt therealyoungzel im destroy bitch dawg
3259,1,flawlessdv aboutstraf nexsmitski also like im call hoe ive say stop
3260,1,flawlessdv tehduckii pussi ass bitch
3261,1,flawlessdv dont bitch smh
3262,0,fletchermassi telcoag go back mutt rev style cours would necessit run dog adopt
3263,1,flightyung that call crash dummi hoe
3264,1,floraleleph pom pom make shit yeahhhh
3265,0,floraleleph wasp angri legend beat squishi pulp
3266,1,jus want let know hope hurrican kill soca sunday trash lordwillin
3267,1,flyguychanz lol tell bitch
3268,0,boy idea come call smartphon your horribl trash talk
3269,1,flyoutchas haroldmajor lmfaoooo bitch didnt chang much could find
3270,0,francoiskilljoy marshal law whatev coon
3271,1,francoiskilljoy bitch stop hatin caus aint make em toddler size happi make em gs
3272,1,frankiejgrand ew queer white thirsti bitch
3273,1,frankiejgrand fug queer white trash
3274,1,frankiejgrand omg gtfo white faggot
3275,1,frankiejgrand ugli white bitch
3276,1,dont bitch man lol
3277,1,fredbrooklyn doublegunschip great dumb crybabi pussi
3278,1,fredrpvasquez damn bitch eddi johnson team last year
3279,1,freddiegibb lol alway complain cri like jeezi broke caus moan old bitch
3280,1,freddyamazin ratchet look nigger
3281,1,freeajay understand look like real life dyke right like look like wnba dyke bro sport bra amp bball short wear dyke
3282,1,freeblazegawd lmsoooo dawg aint got bitch mane low key got chick cant say twitter know wolv
3283,1,nigga look size plus get hit ass look like fight life ill sneak dat bitch run
3284,1,shoot nigger bitch knee
3286,1,fromtheshwa yes get twitter lame negro never learn use internet
3287,0,fruiam seen sum im tryin see lox n mook
3288,1,fuckboirik hahahaha youza fuck wigger
3289,0,fuckkennyj trash
3291,1,fuckthemallcop mrmooncricket bobbybotsod uncleunco aid fuck smdh u punk bitch
3292,1,fucktravonn ahh see im still rook knowledg hoe im progress
3293,1,fuckingcashbro littl bitch
3294,1,leav beaner retard
3295,1,fukkntyl aint light skin nigga im even color lmao
3296,1,fukkntyl nigga talk shit period aint nun new white bitch go threw everi damn day
3297,1,fukkntyl u bitch nigga cloth shut yo ass
3298,1,fulfshawnfulf peckerwood
3299,0,funnypicsdepot hes greaser
3300,0,furrystoat record nohomo dont care unless gotta see everi sexual even bird dog
3301,1,fusionrock jumabr like dem mexican hoe day suck dolla
3302,1,fvckmike bout smack bitch
3303,1,fvckmike bro bitch realli stood like gonna give penni
3304,1,fzrodl except gilda radner bitch funni
3305,1,vikkifusco flyersfan your still bitch
3306,1,stop bitch
3307,1,gbleighton rememb bitch stop drink get stall wib advic
3308,1,gduenez ur one talk bitch
3309,1,ggchanel jesjosi yeah fuck jigsawfac bitch everyday b
3310,1,gmanistb thank dumb bitch
3311,1,bitch lol
3312,1,your bitch lol naa serio wassuo
3313,0,gopblackchick barrackobama said uswa full nicegivingsmart ppli thought meanunexceptionalbitt clingersevolv
3314,0,that true way game broad day tho everyon gamer candi crush angri bird
3315,0,gwdrum samzbikowski oh wait get photo playin creed side project bad yeah fob embarrass
3316,1,piss alotta ppl fb flood newsfe next target hoe ass texan
3317,1,lol gonna fun got two niglet way
3318,1,gbabyrachi nicca dnt kno bout da art finessin
3319,0,gabejgonzalez rpopbox prime leija would trash dude today
3320,1,deliaparedez theonemissluu ramonapilar rikkilove whatev gabbi hoe
3321,1,gabbi ghetto
3322,1,alway bitch
3323,1,gallagheremili nigra da back
3324,0,nude trash
3325,1,heyyyyyyyyyyy fag boy gonna watch play
3326,1,genetnbarockbox say old man hope surviv anoth year silli jigga boo monkey
3327,1,genuinelyot lol pussi got rich nigga lose mind got drizzi amp breezi beefd puss devil playground
3328,1,genuinelyot yo mind rose colder kim amp way earth kany bitch give problem wiz
3329,0,gertrudelaru color latino jewish move dont ruin neighborhood wipe
3330,1,getemcraig hear ya hoe
3331,1,getemcraig sleep hoe
3332,1,getemcraig funki hoe gone solo
3333,1,getemcraig lol morn hoe
3334,1,getemcraig naw hoe let see got keisha
3335,1,getemcraig owe two hoe dont wanna hear shit hyu
3336,1,gethenian ffffffffffffuck baratheon rebellion bitch
3337,1,gforgent bitch happen comin thru
3338,1,giannaamarieee first call hoe dont make go sharkeisha ok boo boo
3339,1,giantraiderk oh sneaki son bitch
3340,1,dallyjackson trefreedawg babe thought countsbitch thot
3342,1,ginamariez bitch jessi still love anyway
3343,1,gingerdemo den enjoy da nite wit color man week let need ta bring da magnum
3344,1,gingerdemo shit like eggplant babi black big enough dat da women get dem piec
3346,0,gingerdemo riotcast weirdmedicin want call bout vitaligro aint sho doctor fo da color folk
3347,1,gingerdemo jcapswgr dem color boy sayin dare babi daddi got protect semen da lock key wrap
3348,1,gingerdemo mjkeenan da n mean negro
3349,1,girlthatsvont dese bitch n shot nigga
3350,1,girlthatsvont wont ima come piss bitch
3351,1,girlthatsvont lol nahh bitch dont put yo life ole cant drink water ass nigga pissinindabedassboy
3352,1,girlthatsvont ainn bitch
3353,1,girlthatsvont shut bitch
3354,1,dont love hoe
3355,0,gladvillian u want make u one ghetto nunchuck come singl doubleend
3356,0,gladvillian dont get bacon stuf crust tho trash
3357,1,glitteredinpink hoe dont tweet
3358,1,glodupshawdi manonthemoon tonydenni lilthickgawdess childishcudl ninathegoat yungrap basic bitch comeback expect
3359,1,brooooo miss bitch
3360,1,rachhbasss grant cracker isnt bad say white person say one slave
3361,1,godaddi hope guy get attack support sopa bunch dirti snake faggot
3362,1,gohardbrown amp xavier bitch
3363,1,gociveix egg spam bitch
3364,1,godlovesbieb go pray church someth fag one care religi bullshit
3365,1,godbodyream want eat pussi
3366,1,godsmackmus itunesmus itun band white trash white trash would buy album
3367,1,goldglovetv neither fuck cat pussi
3368,1,goldeelocx lmao real shit though bitch dumb fuck smh
3369,1,goldiemack hoe told gonna chop dick baltimor
3370,1,gonewithkalijah watch season bc want see diff side elijah see thristi hoe use walgreen hair dye
3371,0,gonewithkalijah alway pathet mutt desper seek attent amp purpos matter jp write never chang
3372,1,gorgeouscamri itsdesha man get yo bitch ass mf mention man tht bs u trippin
3373,1,gorgeouscamri bitch fck lay wat wanna
3374,1,gorgeouscamri fight nah dumb bitch
3375,1,gorgeouscamri ight bitch ima see u
3376,1,gorgeousera come record say hes bitch
3377,1,gorillaleo fuck chicken sandwich ho
3378,1,gossipcop juli tell crybabi black get someon blk dress white facednigg alway whine
3379,0,gossipcop jayz bey never bejus trash
3380,1,gossipcop screw littl porch monkey
3381,1,gossipcop coon n coon wanna b got except time jail
3382,1,gossipcop idiot except kourt rest slutti ass bitch
3383,1,gossipcop dont fat bitch die
3384,1,govjaynixon u pull amp let ferguson fend week wast manpow r attent hos
3385,1,grandehead got hoe bootleg haha wanna borrow
3386,1,grandehead biiiiitch hoe look perfect haha iight
3387,1,graysekelli women get relationship quick wont feel like hoe sex
3388,1,get bc call tool call hoe bc hoe tool hahahaha im funni
3389,0,greghillwaaf new showthursday jinxi broadcast moon made chunki blue chees know
3390,0,greghillwaaf soo put cracker gregg
3391,1,gregybal asian pussi
3392,1,grizzboadam wyattnuckel im straight cali kush bitch dont kill vibe
3393,1,grizzboadam wyattnuckel bitch got plan fuck tonight said friday nigga
3394,1,grizzboadam wyattnuckel bitch make plan pussi fart im charg follow deni im doin friday fight
3395,1,grizzboadam wyattnuckel fuck bruh didnt show fuck pussi
3396,1,grizzboadam wyattnuckel haha ight nig calm yoself
3397,1,grizzboadam wyattnuckel haha playin nigga fuck bitch make money smoke straight og kush
3398,1,grizzboadam wyattnuckel ight friday nig
3399,1,grizzboadam wyattnuckel friday c burg mall gettin whip like bitch fuck
3400,1,grizzboadam dude fuck faggot friday go bitch set standard make break bitch
3401,1,grizzboadam fuck block white ass tri start shit like fuck queer fuck nigga
3402,1,grizzboadam ight nigga haha fuck queer clear schedul
3403,1,grizzboadam ight nigga tonight c burg mall bitch
3404,1,grizzboadam roid rage much faggot
3405,1,grizzboadam cri babi back bitch
3406,1,groovyear straight hoe wait
3407,0,illmartino svenstweet goh anoniemeaso meet heeft weer pauzenog steed niet bij hoofdstukho haal ik mn id
3408,1,growword nigga goin work quit tryin kill nigga vibe broke bitch
3409,1,gutssidi yeah quit bitch edit
3410,1,gutssidi get devil first bitch roast
3411,1,gutierrezalf legit retard
3412,0,guttadadon never realli rock white sole feel ya bro favorit foam time
3413,1,ive multipl class aint realli rare also dont call teacher bitch twitter
3414,1,thank
3415,1,dirti bitch alway beggin microwav catchup shit mufucka alway like bye falicia
3416,0,hauntingilinski sorryimalex bc taylorcaniff trash would lie told hes real
3417,1,hauntingilinski sorryimalex actual think hell lil bitch cant punch potato
3418,1,hbmostdop sodmgpcook yall pussi boa
3419,0,hberghatti snkscoyot wonder prog didnt releg young black men ghetto keep away harri reid friend
3420,1,hogannohulk terranc wanna one hoe
3421,1,homelessbitch bitch smoke
3422,1,httrdcrise fuck redskin bitch
3423,1,htownrac shit tell pussi come retir show kareem jackson get respect
3424,1,sick muzzi trash jewjitsugrl
3425,1,haleyjoani lick pussi crack
3426,1,halfbakdkitten ill finger ur tight pussi slowli youll moan name bbi
3427,1,haliemaranda huntermoor bitch u perfect
3428,0,interest hick
3429,1,hansolosson bruh realli rock toaster face lmaoooo prolli got bitch man
3430,1,knw pussi hate u ask tht
3431,0,harleyyyquinn trash
3432,1,harrydillema svenstweet wltrrr vraag svenhij denkt hoe lichter van kleur hoe beter het morel kompa werkt ik ben kleurenblind
3433,1,harrysboyloui curvem laugh joke big differ bitch
3434,1,harveylevintmz want got want got americathey got word nigger want
3435,1,harveylevintmz sal tryin pull k ferderlinelazi ass son bitch
3436,0,haseenabakhtali madraq altyd zo geweest hoe vaak men ook zegtdit nooit meerlozewoordenpuntjebijpaaltj vertonen z dierngedrag
3437,1,hazeleyedbarbi walk away pussi
3438,0,ill ask question support border jumper support illeg
3439,1,hearttbreakerr neverreggi capitalscreezi u say twat
3440,0,heatherelisep plus trash talk know especi ole miss
3441,1,heatherpool go direct flight price done layov fli bitch enough
3442,1,heauxmersimpson im jus tryna vaca away nigger bro
3443,1,heavensway last time ill ever call faggot
3444,1,heelsoversneak smh u retard lol
3445,1,heilsidi breezbyya lol caitlyn cant carri retard
3446,1,heilsidi devilgrimz let faggot alreadi cri sleep
3447,1,heilsidi dyldobaggenss whatta fag doin
3448,1,heilsidi ass oreo name thad castl
3449,1,heilsidi sion faggot meh gank gank still pretti meh hes tank noth special imo mao
3450,1,heilsidi hmu your good go bitch
3452,0,helgasfishtal omg dont even know kimlau sq isi would likelook bird ran hill lol
3453,1,hendrixoxo bitch fav retweet
3454,0,hendrixoxo lemm guess wore hilli hick sweatsleg
3455,1,hendrixoxo wtf hoe answer question
3456,1,herfarm thedemocrat low info redneck dumbass vote corpor shill idiot like believ dummi
3457,1,herfarm move countri teabagg
3458,1,hermannyrblog hes clue heeb
3459,1,hiphopfeeen old old wolf pussi
3460,1,hiby omfg pic tranni lmao
3461,1,highofftatianna lol fuck lil bitch aint shit peep wassup w tho
3462,1,your bitch
3463,1,hilareejay hate creepi ass doll call dada im like bitch aint yo daddi
3464,1,hilareejay lemm find twitter beefin hoe
3465,1,hillgasm bitch need crutch
3466,1,hippieproblemz pussi poppin headstand ur eat watermelon
3467,1,hipsterbreeez na young bitch got school
3468,0,hobsondarlen blessjesus amo two walk togeth unless agre differentlevel
3469,1,hollowdadonlom god damn chink
3470,1,hollygroveshawn word school flow dumb hoe
3471,1,homohulk fuck hate bitch
3472,1,homohulk told bitch mad even g
3473,1,honchopikaso im tryna bitch soon
3474,1,honchopikaso lmao hell yea love thick bitch amp thick bitch love fat nigga
3475,1,honeygotbunn bitch know wont
3476,0,honeysuckletav well canon play troll equival pokemon throw new fairi type
